split,fabric_pattern,image_path,mask_path,anomaly,image_exists,image_sha256,width,height,mask_exists,mask_width,mask_height,mask_unique_values,mask_area_pixels,mask_area_fraction,bbox_aspect_ratio,mask_empty,issue
train,CL1,ydfid/CL1/train/good/ydfid_train_000027.bmp,,0,True,13b6517ce87bcfe35418bdbb35dd77cd435cfdaf2241e4dc2bbb85bf421f3e0d,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000028.bmp,,0,True,3dde5ff5b4bbc66eaff955d1c8b80121d4d6c778911ec4087e3a4234869a23ba,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000029.bmp,,0,True,df3d84bc580919261ae4d4fa065d98f9c75198430514009aa96bf8fe36d869f5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000030.bmp,,0,True,775505e6307a9a6de025f179a47baee09ff8b350cdbc25bf810023b3e2feeba6,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000031.bmp,,0,True,d7e099e7133d21fd20594ff3935f5425bca27311cd22ab42e8688bdce455ff92,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000032.bmp,,0,True,1e57aae5de83715a66426b89aade7d726b0138f999a3d8050679dd4c4afb23bf,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000033.bmp,,0,True,fd66e6619e4bcdbf56f7e58d75e98354d7422d5f869f3f318da763298e929880,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000034.bmp,,0,True,57dcaf8bfa82e20473a1bd3e61372b378c030ef624065d414f3a76c70fc8eb1b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000035.bmp,,0,True,85e4a3ea463bd1d4c38ba294cfa74f0f01125c7034cb1f64104e37592dfb32b3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000036.bmp,,0,True,3c117fc5cd1eca6b58cc3a3ba25a4712ab99f224b13d5ee83985af689514c8fd,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000037.bmp,,0,True,959917e7af4f7dfda37a9e048cb3154197e310f5ef43418bdfa68b679e606c09,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000038.bmp,,0,True,a00d41e8c8c5a074411d5b2bc8da19db22f72c71c5d458671b0d64a981dcd29a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000039.bmp,,0,True,2d3521f57be22fd72a9a65c91ae7eb59c4f4916d42b185743481f67e0047d4e2,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000040.bmp,,0,True,4aa4b84275213f99a248aded48364c175c178d4efe2ae619e74825114227a0d7,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000041.bmp,,0,True,5cb450ffe70c6980dce28276ccc6cdc017ec94616f55bf2db0a5750661643ab8,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000042.bmp,,0,True,e84620c253482a76b0c6fa458c7c1e6cb9c55039be0176c262d24ad0034e86de,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000043.bmp,,0,True,5aa0db04d8f9f273891957c8685eb64b8fc9ca705e9a1b692170c17d52959bac,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000044.bmp,,0,True,88562fa8c94ff05e511420bd4ad08327aed32b19b307982d4bd920f824896e88,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000045.bmp,,0,True,46f147f4af81efef43ef1d33ac467dfc967f0b2fc44decdb443d9b8e6caceacb,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000046.bmp,,0,True,0149d9242efc3b2595e60e06792e9a210593bc7b4b868e67d8590834b682bd44,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000047.bmp,,0,True,08af548801abb1c4a9d1f87c64d7965bf80d12b71bdf5e044930d9c285e1d081,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000048.bmp,,0,True,9fb548d2a3369eaf7e0fe81f36919813fa8a96b3f381dfa8be7886b088e3392b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000049.bmp,,0,True,d73d9b87f0a9b7ec8b8dabc7868cd101d8962a67a7c1443d1715fc63eea8148d,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000050.bmp,,0,True,86a96f893f6b2b7328c7bdcafe1074d876877b4caf27e6f77db397f8f5737782,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000051.bmp,,0,True,05dbb1eb72c3203ee53e88ebea738d3f15547bd255b2df5f6669ac56d798c426,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000052.bmp,,0,True,7c169bc0490b05c68f5557ceb5f0938b48302e9ce11462de80b5651f6b7e98f2,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000053.bmp,,0,True,483a7e0cc2c0f294ef63731f33a6e02bf1442d9f63f54490f202935737f0f744,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000054.bmp,,0,True,e4bd928ebc68544295f02d5a4f86af575b5f556020c4485d64afc7a3c7c69d32,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000055.bmp,,0,True,9e40bd8b136a39547bba7c3053589c9d84561ede061c1599e889c03c591a8f6a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000056.bmp,,0,True,5a373aa19b2aa4b3cd07458fb7a8435461ae120b1ccc5ceddba47dfdd4ebbb83,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000057.bmp,,0,True,914d7ea32cc7ef1ad1edec29c859ae1b59f22ae9dbb68a13470ba99cbc2071d7,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000058.bmp,,0,True,c42ca2011ab9e5a4594212f4d40bf4438a6a6aea88f51afbfdf2b7346bb9dc4e,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000059.bmp,,0,True,8b0a4eaeb2fd2768c4f0dc69b052a36a000b9c63cb71717cfc2f2e643ba02fc1,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000060.bmp,,0,True,47bacb78b12556a08e8052ded43f56bfd8c456e1cdbd70b98ea0817a4278ef54,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000061.bmp,,0,True,f3e45a3789c19bc1cd2dcfda74ae2db1ff4d31decb5509867d217cbdb263c623,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000062.bmp,,0,True,c2861f0d3c2e6a07a29aac727715e8bc74ee005d7f5660d642517c4720f5d23e,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000063.bmp,,0,True,a5ad0d91cf29ba008fdff933811414e9c59bd3db05a386f82dc96d0f4740acf3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000064.bmp,,0,True,d63e12cf712ed749946b85cd591e8ca572cc131295654198f72d4b32534b6be3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000065.bmp,,0,True,813143e65758e675da7326f8ddee800093805c790caa984552374b0eda0a6c51,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000066.bmp,,0,True,ce8925b1ccc41f8c4baeb477e8f373df8b4ea46530e885aff8fc59c50d9cc4d0,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000067.bmp,,0,True,8d59b7a548851c9ee57bffedf55d1fe263cbf1997c3ce42e178767702bf5a606,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000068.bmp,,0,True,c98307e78dd081cea82f60258535af709691b2ba2f29a340981319a6c2ad3b61,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000069.bmp,,0,True,2f4f7c5c75be7743c7d255ab8e1627252487b501a2baefb0209effbf42b09d2a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000070.bmp,,0,True,f7cea89f1018a4b3415c3e72a404344bdb17df5a72f4e947d1305147970b35d6,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000071.bmp,,0,True,c848e378f99503f86c7b4c065de5de5673da6cbc49a97b9a8d3803fd551ea1d0,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000072.bmp,,0,True,5c8549b88b70466e5b670861d6ba33ed793b8695d6ea83176fb564dbe2d90677,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000073.bmp,,0,True,267a837cd7dcaa68955c99e56ddc32f7ce9a15c1703f0efa8abb23b3dbec636b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000074.bmp,,0,True,a02f89b39bd057b5a74abf261e09d335f4b3e48bfdf13c5bdde9265dae9d43f7,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000075.bmp,,0,True,c0b3668c637391dfc61f5741eb1099ece783a54c9be6071d8ed3fcc72f7f0bf3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000076.bmp,,0,True,1eb9d1070e53d07f18f36d11c34ab6f632527bde7a7e41fd5779d364514ff2bd,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000077.bmp,,0,True,6d7caff6c1b89996a77b212d131fc3a35fec19b0b279411e5416ca9906740d19,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000078.bmp,,0,True,7955223f51c179daad9cd615686f566d39e1642b33b2eba7d3f603ff4d2cc06e,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000079.bmp,,0,True,ff9910a6393ef28c76fdea3f972fa60c8a55bc543b2988f2e62dfed7fc351f5c,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000080.bmp,,0,True,b639f71da305a3333428c2139fa6d3d1744543e053d2d5a1ea5dc1dc5b6c6369,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000081.bmp,,0,True,91cfe31c9199a3c89d9bc3efa673ea188f9d42c44c39ecfd766c98a86154fef7,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000082.bmp,,0,True,e5ee06c167096aaf4ca92cd86412dbc640531c4e32312018766d7c820b6d844e,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000083.bmp,,0,True,1e027d00ee62aa11cf442d3b109cf4077ee5b7d959cb732d20876baecbb4c26f,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000084.bmp,,0,True,1b009a3c0a07e0b2b36b18e6b6b99bc0873b6050775402d011a0edc544754b4a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000085.bmp,,0,True,dc857a00775759812211f4bbaacfbaf8f322e42b104b175ea9cb26b8882bb9d6,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000086.bmp,,0,True,0872114f251411b36eebbb9e811aff46fa2d798618e7eac1d0016a03d23d42bf,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000087.bmp,,0,True,3e2ba80124f0d4fed3efc720435899de76a6ae299c02610c81b2722817d46b24,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000088.bmp,,0,True,0b8ede87396a34660cd9d58effad59bdd155e3dc67e825dccf997286badec2db,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000089.bmp,,0,True,0fdc2397a94e9f694a2fdd02cf23dcc557624e9fb649419aa0083ffcf50964e3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000090.bmp,,0,True,f33be48ee7ee15e2e21420a02b176510167f6d11ef48d48c34195ef1054cb115,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000091.bmp,,0,True,15779eb76e6a7b0ca900e010f84470dcb27ba1c14c6ff20fdfd790a700edb375,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000092.bmp,,0,True,ff44ae00dc97afe84d794da664d153ea14e6a6663929b0940629cf7a78b77c0d,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000093.bmp,,0,True,8d68787cb958e9a70bc29eb06bb4328f862fb99ac44093e646824028adaa718a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000094.bmp,,0,True,2d94493be426e744405af84aaf29352f20f7f4b9d35798fe69aeb287defe3d94,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000095.bmp,,0,True,686b94c497ce2a573a379d9e77db19cfb8a780333d0fc00b3db35ca7effe717b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000096.bmp,,0,True,7bfe620d26caa87a6e9e5c597f2c3b311112364573195d2284836605e1d97cad,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000097.bmp,,0,True,e585d058c3e49e205441ae809e3ad78bc7a5bb8ee49ad86e28a12d9634876d21,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000098.bmp,,0,True,d36f9d3b541685e183fa9ef0114265bda96dd2b09d1cdb78b23a41199864acbd,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000099.bmp,,0,True,a42d314181e4751209eb3df196dd29b5ac61cfdb480a3eb5ddf652e7818159d0,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000100.bmp,,0,True,907c245f7eeae59e9f75c420d9f83c1012f95fd6a0c0369dc7f8664f2c706660,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000101.bmp,,0,True,40d67559078ef00f2f8c2a64b1bff2caa2cdc6fb51de89ba5a33b33e3253c5ef,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000102.bmp,,0,True,3ce161856bb1f104171a34f36c49bb38da8df40139bbb64c43a01f36e979d17b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000103.bmp,,0,True,be0c2a1ab005ef82f9991a62a0a01ec58ab92648823a69d1671299a187538d7a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000104.bmp,,0,True,464b8bce5b387ed5dfcd9cc8130f5c3d40acf2c52ebbda1dfa93eaab060d3c9c,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000105.bmp,,0,True,9c8dfd57e16e063cb43049323c6298a8250e8678fb674c2e0dfb451887ac9da0,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000106.bmp,,0,True,01930f38cd2af22512e6139454ba1cd3526562e79711d3ee27ed9c07711f9fc5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000107.bmp,,0,True,8a40d1e70c9de042818e5cdbcd61d34ad131b5b5b9fd54d4e4390209d25bc389,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000108.bmp,,0,True,be031042ceefa392de515c169758f1e65842784567d47f1f7e7c54b143e211e5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000109.bmp,,0,True,a67672d8164ef21d13389a0428b355559da6913e0e83484a7b5042c477771019,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000110.bmp,,0,True,eea2aac2340fc62b9449220a32f6ec609da6ddbd1bb363a168ae308ee0112ae5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000111.bmp,,0,True,29237ab23a10a35fd09c513a8ce5ec38b310a9943a3051fd41235e0606dca324,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000112.bmp,,0,True,5da8b98147a3e8599cdb0f07b8981325cf57feffd1ec211ec7bba4c4000efe73,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000113.bmp,,0,True,8da0c7ffae4505dd4e9c143d2c77269f957d2f9b6e51f808f0bdefd4ced04db2,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000114.bmp,,0,True,eddd83b9bd6b34b884b83118ecdc9eea3bf0c4c9fc830f3b9f7e6344aa9a9931,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000115.bmp,,0,True,5e3eccfa8e877930ce2e38b01add387a66612cddd47ead2b8e0dc46d0f0e2da4,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000116.bmp,,0,True,ad72e5b5a7d8ec8c7555c15259401651536a08db35004fdb1b8575ebf7dd50a5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000117.bmp,,0,True,481f6b87e31915a52b717988790f6d873c38f576c74a2f32152b58906135fcd9,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000118.bmp,,0,True,a5a98dd523d0f84aff5acff88cb88094f7d50d58c11769b9a97d8043b40933ba,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000119.bmp,,0,True,432807f936ed27e8a23071236e2e8ccf41d3e7b5a49b0fd5a28957aefb84d541,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000120.bmp,,0,True,020ebbc0e26e463f084d10fd6e017980b45e40c21c1bb5ac0250fb6141b0074c,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000121.bmp,,0,True,44506b0be6bb69ef678b1e512c75879202edce539c520efd1eaee69aafffaf79,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000122.bmp,,0,True,89aeefc103a30ae539c06e7e8d915b9e31e26a5a63e3adf1c2b9900997d2e96b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000123.bmp,,0,True,6f2bb47e9488b853483eebc076f47c14628cf3e93756b030974478d998839789,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000124.bmp,,0,True,ef1cb57f125e7d98ae1654f1dacd86bf86902719ef92d14b439f35a7ceab5460,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000125.bmp,,0,True,35e59b6dacb794688b83d35480fc88168416af7f32ed61c72345a54493645fba,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000126.bmp,,0,True,e3710a54ee14eb94951e990f797d8d8351ceef82742d695557cffa523754acd5,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000127.bmp,,0,True,c0d0b1ae2da11416c5b794f4318967a1d27548048ce40a3ef844796813102d5d,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000128.bmp,,0,True,40cf06d32db637026cd589b5c8d6e24a343c296246636198f145850b7ba7c8c4,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000129.bmp,,0,True,9f299b52e65665363927b7817aba20a160c33737e3360d1470abcad91d287a27,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000130.bmp,,0,True,28aa8f25613ea6fed4d798a13bdd97fc1cdc7deb1ed04bcb46e9061f11688981,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000131.bmp,,0,True,aa0086340fa1c812103345d4ff67f8601b6295f5d767d20fa04d303265e9ec97,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000132.bmp,,0,True,fb39a54fdac47b7409564e0bd061293aaec7a54775059cf95732e286eecbcb1b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000133.bmp,,0,True,0868e002058a5087912840338fd25f88fc6a82042709c912308b15b98294bf2b,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000134.bmp,,0,True,ece9a2092a6324dd88feec210aff4a29a8dfdf97c78e5a3bfdc821edb226f58f,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000135.bmp,,0,True,57017b5615633bd1ec3f395c47ff00c3584324eb6911fb26dc2d0846df0f7707,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000136.bmp,,0,True,57ec855c1d7c162c083147a66bcb139253b60fe64730929dc3cabd175ab00db3,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000137.bmp,,0,True,1507e39b9f5011493b4e8e9c7a0fd21bca4a7aeca6301523a199ec3e700fab7a,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000138.bmp,,0,True,ca823d5d9a07f99964f11677d552e64aa89ad54f3f1ae23850f4faa4aea36ca4,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000139.bmp,,0,True,eec817c283515dd1307a17bcda89d735219725700b6bd9e8292e5788dc06dd40,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000140.bmp,,0,True,357136a04863f6f0eae97d6144d550f19f21b351270fae34a3e3dd3d6bbd345f,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000141.bmp,,0,True,3e72d6d1baff5abdfe2fbd7021b22b12093c1131eb203d6074ba1b54e02d029e,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000142.bmp,,0,True,209e839ea4e9709bdd62114b4295c1fcf0070792d5afd2b6a00f98fca0165ab0,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000143.bmp,,0,True,9f0acc7f3b11bce37214529367aa443dac7b07401f87b5262400c1f97f59aa78,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000144.bmp,,0,True,fee855934d87345bb47a92101d22dbe3104b80fb9dfd1574da911759c7077cf9,512,512,,,,,,,,,
train,CL1,ydfid/CL1/train/good/ydfid_train_000145.bmp,,0,True,902a610eace7c8136950d46cd33b8484986fb637166003c83fcfa11a280e902b,512,512,,,,,,,,,
